Agency ID	Agency Name	Site ID	Site Name	Address	City	State	Zip Code	Phone Number	URL	Ages Served	Ages Zero To Three	Ages Three To Five	Part Day Program	Full Day Program	Full Year Program	School Year Program	Operating Hours	School Based	Community Based	Head Start Program	Accept CCAP	Home Visiting	Other Languages	Other Features	Accreditation	Universal Application	Quality Rating	Slots available	Site AKA Name	Center Description	Center Description (Spanish)	Neighborhood ID	Neighberhood Name	Geocode Coordinates	Part Week Program	Full Week Program	Early Head Start Program	CEL ID	Email	Curriculum	Community / Region ID	Community / Region Name	Last Update Date	Active	Display On CEL
8	Ada S. McKinley Community Services	1295	Precious Little Ones - 51st	221 E 51st St	Chicago	IL	60615	(773)-285-9902		6 weeks to 5 years	1	1	0	1	1	1	From 06:00AM To 06:00PM	0	1	1	1	0				1	Licensed	Few or No Slots	Ada S. McKinley - Precious Little Ones (51 St)			105	Washington Park	SRID=4326;POINT (-87.6201629999999767 41.8017949999999345)	0	1	0	928	preciouslittleone@comcast.net		67	WASHINGTON PARK	12-04-2017	1	
8	Ada S. McKinley Community Services	1296	Precious Little Ones - 63rd	22-26 E 63rd St	Chicago	IL	60637	(773)-891-5055		6 weeks to 5 years	1	1	0	1	1	1	From 06:00AM To 06:00PM	0	1	1	1	0				1	Licensed	Slots Available	Ada S. McKinley - Precious Little Ones (63rd St)			105	Washington Park	SRID=4326;POINT (-87.6241989999999475 41.7802998999999886)	0	1	0	931	preciouslittleone@comcast.net		67	WASHINGTON PARK	12-04-2017	1	
8	Ada S. McKinley Community Services	1352	Project Org and Design Studio-PODS DEV CTR	1401 E 79th St	Chicago	IL	60619	(773)-221-7171	http://www.projectorg.com	15 months to 5 years	1	1	0	0	1	0	From 07:00AM To 06:00PM	0	1	1	1	0				1	Licensed	Slots Available	Henry Booth House - Project Orr Design Studio	<p>HBH provides Head Start services for income eligible children living within the City of Chicago in a number of community areas located on the City's South, Northwest and West side of Chicago to include 19 aldermanic wards. </p><p>Henry Booth House is a nonprofit, community-based agency dedicated toward improving the quality of life for culturally and economically diverse families by providing comprehensive, early childhood education and social services, including a Head Start Program. HBH owns two center-based sites; one located in Near South community with a majority of the families speaking Madarin and Cantonese and another site located in Hegewsich community serving a large population of Spanish speaking children: with a collaborative relationship with 30 community partner sites operating half-day Head Start programming in collaboration with child care. Through collaborations children and families are afforded a full day experience in preparation for kindergarten readiness. The community partner programs receive monitoring, training and technical assistance from HBH managers and coordinators to ensure quality programs.</p>		139	Avalon Park	SRID=4326;POINT (-87.5903589999999923 41.7511809999999883)	0	0	0	524			7	AVALON PARK	12-04-2017	1	
8	Ada S. McKinley Community Services	877	Stepping Stones CCC	1300 E 75th St		IL	60619	(773)-493-0000	http://www.sseclc-chicago.com	15 months to 5 years	1	1	0	1	1	1	From 06:30AM To 06:30PM	0	1	1	1	1	Spanish			1	Gold	Slots Available	Stepping Stones Early Childhood Center	<p>VISION Statement  Building minds, changing lives in our community.</p><p>MISSION Statement  Our mission is to provide lots of love to children whose parents have to work or attend school to meet the demands of our society.  We prepare their children to enter kindergarten on a level playing field. By doing this, we are also preparing our students to eventually beome global citizens, our ultimate goal.</p><p>Strong family involvement is an integral part of our program.   Our curriculum uses "play" to develop skills needed to be successful in life.  Everyone @ Stepping Stones become life long learners. Stepping Stones is looking for you!  If you're a parent that wants the very best education for your child.... look no further!</p>		137	South Shore	SRID=4326;POINT (-87.5930399999999878 41.7589400000000026)	0	1	0	422			64	SOUTH SHORE	12-04-2017	1	
99	Alain Locke Charter	1600	Alain Locke Charter	3141 W. Jackson	Chicago	IL		(773)-265-7232	http://www.accelerateinstitute.org		0	1	1	0	1	0	From 08:00AM To 04:30PM	0	1	0	0	0				0	Licensed	Slots Available	Alain Locke Charter School	<p>Our Pre-K and Preschool programs support development in social/emotional, physical, cognitive, language arts, vocabulary, science and social studies skills as well as explore the arts and build independence in children ages 3-5 years of age. We provide		126	East Garfield Park	SRID=4326;POINT (-87.7051309999999802 41.8771749999999656)	1	1	0	207	jriskind@accelerateinstitute.org		20	EAST GARFIELD PARK	12-15-2017	1	
4	Albany Park Community Center	529	Albany Park - Ainslie	3401 W. Ainslie		IL	60625	(773)-539-5907	http://www.apcc-chgo.org		0	1	0	1	0	1	From 07:30AM To 	0	1	0	0	0	Spanish			0	Gold	Few or No Slots	Albany Park Community Center - Ainslie	<p>This site offers a comprehensive full day, full year preschool program for low income, at-risk children and their families promoting the social, emotional, cognitive and physical well-being of children ages 3 to 5 with the goal of preparing children fo		112	Albany Park	SRID=4326;POINT (-87.7134099999999819 41.9702129999999798)	0	1	0	211			1	ALBANY PARK	12-15-2017	1	
4	Albany Park Community Center	217	Albany Park - Kimball	5121 N. Kimball		IL	60625	(773)-509-5657	http://www.apccchgo.org	3 years to 5 years	0	1	1	1	1	1	From 07:30AM To 05:30PM	0	1	1	1	0				1	Gold	Few or No Slots	Kimball Head Start	<p>This site offers half day and full day Head Start programs for low income, at risk children and their families. They promote the social, emotional, cognitive and physical well-being of children ages 3 to 5 with the goal of preparing children for a lifetime of learning and success. The program is accredited by the National Association for the Education of Young Children (NAEYC).</p>		111	North Park	SRID=4326;POINT (-87.7133099999999928 41.9744489999999857)	1	1	0	323			52	NORTH PARK	12-04-2017	1	
5	Appeal for Charities and Goodwill	637	Appeals for Charities	50 W. 71st St.		IL	60621	(773)-651-5400			0	1	0	0	0	0	From  To 	0	1	0	0	0				1	Licensed	Slots Available	Appeals for Charities			165	Greater Grand Crossing	SRID=4326;POINT (-87.6271466693514895 41.7657108972805489)	0	0	0	1006			29	GREATER GRAND CROSSING	12-04-2017	1	
100	Archdiocese of Chicago	1601	Archdiocese of Chicago - St. Bruno	4839 S. Harding Ave.	Chicago	IL		(773)-847-0697	http://www.stbruno.com	3 years to 8 grade	0	1	0	1	1	0	From 07:50AM To 02:45PM	0	1	0	1	0	Spanish			1	Licensed	Slots Available	Archdiocese of Chicago - St. Bruno	<p>We believe, at St. Bruno Preschool, that each child is a unique individual with his/her own pattern of growth and development. To foster this growth the child needs a planned environment, which is child-centered. The child needs a place where the teacher meets them on his/her level, literally and developmentally, and which provides new opportunities to explore the world around them. We recognize that children are active learners and we strive to match activities with individual interest and abilities. Classes are engaging. Your child will learn their academics, build social skills, develop healthy habits in personal hygiene and diet, participate in free and structured play, and explore creative avenues in art, crafts, music, and drama.</p>		152	Archer Heights	SRID=4326;POINT (-87.7221359999999919 41.8049199999999814)	0	1	0	400	cschrantz@stbruno.com		2	ARCHER HEIGHTS	12-04-2017	1	
100	Archdiocese of Chicago	1602	Archdiocese of Chicago-Augustus Tolton	7120 S. Calumet Avenue	Chicago	IL		(773)-265-7232	http://www.toltonacademy.org	3 years to 8 grade	1	1	0	1	1	0	From 08:00AM To 03:30PM	0	1	0	1	0				1	Licensed	Slots Available	Archdiocese of Chicago - Augustus Tolton	<p>St. Columbanus School provides a full day curriculm consisting of language arts, math, science, social studies, computer, gym, art,and music.  The before and after school programs are available to those who need it.  We focus on developing a positive self image. Students are rewarded for good behavior, academic acheivement, and being a positive role model. Our school motto is: Good, Better, Best never let it rest, Til the Good is Better and the Better is Best.</p>		165	Greater Grand Crossing	SRID=4326;POINT (-87.6173179999999689 41.7649279999999905)	0	1	0	401	pedwardssherley@toltonacademy.org		29	GREATER GRAND CROSSING	12-04-2017	1	
100	Archdiocese of Chicago	1603	Archdiocese of Chicago-Epiphany	4223 W. 25th Street	Chicago	IL		773-762-1542	http://www.epiphanychicago.org	3 years to 8 grade	0	1	0	1	1	0	From 08:00AM To 03:00PM	0	1	0	1	0	Spanish			1	Licensed	Few or No Slots	Archdiocese of Chicago - Epiphany	<p>Epiphany's preschool provides a full day program and quality educational experience for 3-5 year old children as part of a faith-based elementary school setting.  The curriculum is content rich and based on state learning standards and developmentally appropriate practices.   Assessment is used to meet the individual needs of each child.  The daily schedule allows for children to participate in small and large group activities, one-on-one with the teaching staff, or self-initiated activity.  Time for quiet and active play is also included.  Children transition seamlessly into the school's kindergarten program. Before or after school care and free/reduced price meals are available.</p>		130	South Lawndale	SRID=4326;POINT (-87.7302829999999574 41.8458859999999788)	0	1	0	283	sernst54@gmail.com		63	SOUTH LAWNDALE	12-04-2017	1	
100	Archdiocese of Chicago	1604	Archdiocese of Chicago-Our Lady of Grace	2446 N. Ridgeway Ave.	Chicago	IL		(773)-342-0170	http://www.olgchicago.org	3 years to 5 years	0	1	0	1	1	0	From 07:45AM To 02:45PM	0	1	0	1	0	Spanish			1	Licensed	Few or No Slots	Archdiocese of Chicago - Our Lady of Grace	<p>Our Lady of Grace preschool provides a full day program and quality educational experience for 3-5 year old children as part of a faith-based elementary school setting.  The curriculum is content rich and based on state learning standards and developmentally appropriate practices.   Assessment is used to meet the individual needs of each child.  The daily schedule allows for children to participate in small and large group activities, one-on-one with the teaching staff, or self-initiated activity.  Time for quiet and active play is also included.  Children transition seamlessly into the school's kindergarten program. Before or after school care and free/reduced price meals are available.</p>		121	Logan Square	SRID=4326;POINT (-87.7208499999999844 41.9258239999999915)	0	1	0	374	ritarangeop@yahoo.com		40	LOGAN SQUARE	12-04-2017	1	
100	Archdiocese of Chicago	1605	Archdiocese of Chicago-Our Lady of Tepeyac	2235 S. Albany	Chicago	IL		(773)-522-0024	http://www.tepeyacelementary.org	3 years to 4 years	0	1	0	1	1	0	From 07:50AM To 03:00PM	0	1	0	1	0	Spanish			1	Licensed	Slots Available	Archdiocese of Chicago - Our Lady of Tepeyac	<p>Our Lady of Tepeyac preschool provides a full day program and quality educational experience for 3-5 year old children as part of a faith-based elementary school setting.  The curriculum is content rich and based on state learning standards and developmentally appropriate practices.   Assessment is used to meet the individual needs of each child.  The daily schedule allows for children to participate in small and large group activities, one-on-one with the teaching staff, or self-initiated activity.  Time for quiet and active play is also included.  Children transition seamlessly into the school's kindergarten program. Before or after school care and free/reduced price meals are available.</p>		130	South Lawndale	SRID=4326;POINT (-87.7027530000000013 41.8507709999999307)	0	1	0	377	pkrielaart@ourladyoftepeyac.org		63	SOUTH LAWNDALE	12-04-2017	1	
100	Archdiocese of Chicago	1606	Archdiocese of Chicago-Our Lady of the Snow	4810 S. Leamington	Chicago	IL		(773)-735-4810	http://www.ourladyofsnowschicago.org	3 years to 8 grade	0	1	0	1	1	0	From 06:30AM To 05:45PM	0	1	0	1	0	Spanish			1	Licensed	Few or No Slots	Archdiocese of Chicago - Our Lady of the Snow	<p>Our Lady of the Snows preschool provides a full day program and quality educational experience for 3-5 year old children as part of a faith-based elementary school setting.  The curriculum is content rich and based on state learning standards and developmentally appropriate practices.   Assessment is used to meet the individual needs of each child.  The daily schedule allows for children to participate in small and large group activities, one-on-one with the teaching staff, or self-initiated activity.  Time for quiet and active play is also included.  Children transition seamlessly into the school's kindergarten program. Before or after school care and free/reduced price meals are available.</p>		151	Garfield Ridge	SRID=4326;POINT (-87.7516860000000065 41.8055089999999936)	0	1	0	380	joyce.willenborg@yahoo.com		27	GARFIELD RIDGE	12-04-2017	1	
100	Archdiocese of Chicago	1607	Archdiocese of Chicago-Pope John Paul II	4325 S. Richmond Ave	Chicago	IL		(773)-523-6161	http://www.pjpiischool.com	3 years to 8 grade	0	1	1	1	1	0	From 07:45AM To 02:45PM	0	1	0	1	0	Spanish			1	Licensed	Slots Available	Archdiocese of Chicago - Pope John Paul II	<p>Pope John Paul II Catholic School provides a full and half day preschool program for 3 and 4 year old children. We have two classrooms with both a teacher and an aid. Our program is recognized by the Archdiocese of Chicago and Illinois State Board of Education.</p><p>Our preschool program provides many unique features to enhance your child's early learning and development and prepare him or her for the grades ahead at PJPII.</p>		153	Brighton Park	SRID=4326;POINT (-87.6980590000000007 41.8150339999999758)	1	1	0	385	principal@pjpiischool.com		12	BRIGHTON PARK	12-04-2017	1	
100	Archdiocese of Chicago	1608	Archdiocese of Chicago-Queen of the Universe	7130 S. Hamlin	Chicago	IL		(773)-582-4266	http://www.qofu.org	3 years to 4 years	0	1	0	1	1	0	From 07:45AM To 03:00PM	0	1	0	1	0	Spanish			1	Licensed	Few or No Slots	Archdiocese of Chicago - Queen of the Universe	<p>Queen of the Universe preschool provides a full day program and quality educational experience for 3-5 year old children as part of a faith-based elementary school setting.  The curriculum is content rich and based on state learning standards and developmentally appropriate practices.   Assessment is used to meet the individual needs of each child.  The daily schedule allows for children to participate in small and large group activities, one-on-one with the teaching staff, or self-initiated activity.  Time for quiet and active play is also included.  Children transition seamlessly into the school's kindergarten program. Before or after school care and free/reduced price meals are available.</p>		161	West Lawn	SRID=4326;POINT (-87.7174869999999771 41.7633750000000106)	0	1	0	386	mporod@qofu.org		71	WEST LAWN	12-04-2017	1	
100	Archdiocese of Chicago	1609	Archdiocese of Chicago-St. Agnes of Bohemia	2643 S. Central Park	Chicago	IL		(773)-522-0143	http://www.school.stagnesofbohemia.org	3 years to 8 grade	0	1	0	1	1	0	From 07:45AM To 05:00PM	0	1	0	0	0	Spanish			1	Licensed	Slots Available	Archdiocese of Chicago - St. Agnes of Bohemia	<p>In striving to educate the whole child, the curriculum at St. Agnes of Bohemia is reflective of the dedication to a solid education that the faculty, staff and students strive for daily. For over 100 years, St. Agnes has dedicated itself to educating immigrant families for lives of faith, service and leadership. We encourage spiritual, intellectual, physical, emotional and social growth in the Catholic Tradition. We maintain high expectations for all members of our community to develop a sense of personal responsibility and self-motivation. This is accomplished within a Gospel-centered framework of justice and love. We do this so our students can be successful Christians and achieve excellence in high school, college and in life.</p>		130	South Lawndale	SRID=4326;POINT (-87.7147229999999780 41.8432889999999418)	0	1	0	398	kksiak@school.stagnesofbohemia.org		63	SOUTH LAWNDALE	12-04-2017	1	
100	Archdiocese of Chicago	1610	Archdiocese of Chicago-St. Angela	1332 N. Massasoit Ave.	Chicago	IL		(773)-626-2655	http://www.saintangela.org	3 years to 8 grade	0	1	0	1	1	0	From 06:00AM To 06:00PM	0	1	0	1	0				1	Licensed	Few or No Slots	Archdiocese of Chicago - St. Angela	<p>St. Angela School offers a strong academic program in a nurturing environment.  Our teachers view our students as individuals and seek to meet the needs of each of our learners.  We offer special classes such as music and dance.  Our preschoolers have access to various forms of technology which enhances our curriculum.</p>		124	Austin	SRID=4326;POINT (-87.7694069999999869 41.9048549999999764)	0	1	0	399	kwittenberg@saintangela.org		6	AUSTIN	12-04-2017	1	
100	Archdiocese of Chicago	1611	Archdiocese of Chicago-St. Ann	2211 W. 18th Pl.	Chicago	IL		(312)-829-4153	http://www.stanncrusaders.org	3 years to 8 grade	0	1	0	1	1	0	From 07:50AM To 03:00PM	0	1	0	1	0	Spanish			1	Licensed	Slots Available	Archdiocese of Chicago - St. Ann	<p>Saint Ann School is a Catholic, co-educational school that provides an excellent education to PK-8th grade students.  We are dedicated to helping our children achieve their full academic, physical, social, and spiritual potential.</p>		131	Lower West Side	SRID=4326;POINT (-87.6815139999999928 41.8566319999999763)	0	1	0	392	benny.morten@gmail.com		42	LOWER WEST SIDE	12-04-2017	1	
100	Archdiocese of Chicago	1612	Archdiocese of Chicago-St. Benedict the African	6020 S. Laflin	Chicago	IL	60636	(773)-776-3316	http://www.academystbenedict.org/	3 years to 5 years	0	1	0	1	1	0	From 06:15AM To 06:15PM	0	1	0	1	0				1	Licensed	Few or No Slots	Archdiocese of Chicago - St. Benedict the African	<p>The mission of the Academy of St. Benedict the African is to nurture the body, mind and spirit of each child entrusted to our care. We believe that children learn when they feel safe, encouraged, and respected by their teachers and peers. We believe that children learn through independent play experiences, as well as their interactions with peers and adults. We believe that children learn when they are active participants in the learning process. Our goal is to forge a partnership with our families so together; we foster the social, intellectual, emotional and physical development of our young people.</p>		163	West Englewood	SRID=4326;POINT (-87.6619210000000066 41.7842289999999750)	0	1	0	201	pmurphy@academystbenedict.org		24	ENGLEWOOD	12-04-2017	1	
