Site ID	Site Name	Address	City	State	Zip Code	Phone Number	URL	Ages Served	Ages Zero To Three	Ages Three To Five	Part Day Program	Full Day Program	Full Year Program	School Year Program	Operating Hours	School Based	Community Based	Head Start Program	Accept CCAP	Home Visiting	Other Languages	Other Features	Accreditation	Quality Rating	Slots available
1559	Archdiocese of Chicago-Augustus Tolton	7120 S. Calumet Avenue	Chicago	IL		(773)-265-7232			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1560	Archdiocese of Chicago-Epiphany	4223 W. 25th Street	Chicago	IL		773-762-1542			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1561	Archdiocese of Chicago-Our Lady of Grace	2446 N. Ridgeway Ave.	Chicago	IL		(773)-342-0170			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1562	Archdiocese of Chicago-Our Lady of Tepeyac	2235 S. Albany	Chicago	IL		(773)-522-0024			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1563	Archdiocese of Chicago-Our Lady of the Snow	4810 S. Leamington	Chicago	IL		(773)-735-4810			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1564	Archdiocese of Chicago-Pope John Paul II	4325 S. Richmond Ave	Chicago	IL		(773)-523-6161			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1565	Archdiocese of Chicago-Queen of the Universe	7130 S. Hamlin	Chicago	IL		(773)-582-4266			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1566	Archdiocese of Chicago-St. Agnes of Bohemia	2643 S. Central Park	Chicago	IL		(773)-522-0143			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1567	Archdiocese of Chicago-St. Angela	1332 N. Massasoit Ave.	Chicago	IL		(773)-626-2655			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1568	Archdiocese of Chicago-St. Ann	2211 W. 18th Pl.	Chicago	IL		(312)-829-4153			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1569	Archdiocese of Chicago-St. Benedict the African	6020 S. Laflin	Chicago	IL		(773)-776-3316			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1570	Archdiocese of Chicago-St. Gall	5515 S. Sawyer Avenue	Chicago	IL		(773)-737-3454			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1571	Archdiocese of Chicago-St. Mary Star of the Sea	6424 S. Kenneth Ave.	Chicago	IL		(773)-767-6160			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1572	Archdiocese of Chicago-St. Philip Neri	2010 E. 72nd Street	Chicago	IL		(773)-288-1138			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1573	Archdiocese of Chicago-St. Richard	5025 S. Kenneth Ave.	Chicago	IL		(773)-582-8083			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1574	Archdiocese of Chicago-St. Sylvester	3027 W. Palmer St	Chicago	IL		773-772-5222			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1575	Archdiocese of Chicago-Visitation	900 W. Garfield	Chicago	IL		773-373-5200			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1276	Archdiocese-Maternity BVM	1537 N Lawndale	Chicago	IL	60651	(773)-227-1140			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1280	Archdiocese-St. Ethelreda	8734 S Paulina	Chicago	IL	60620	(773)-238-1757			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1279	Archdiocese-St. Mary	1026 W Buena Ave	Chicago	IL	60613	(773)-281-0019			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1277	Archdiocese-St. Nicholas	3721 W 62nd St.	Chicago	IL	60629	(773)-735-0772			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1274	Archdiocese-St. Sabina	7801 S Throop	Chicago	IL	60620	(773)-483-5000			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1390	Ariel	1119 E 46TH ST	Chicago	IL	60653	(773)535-1996			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1391	Armour	950 W 33RD PL	Chicago	IL	60608	(773)535-4530			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1392	Armstrong G	2110 W GREENLEAF AVE	Chicago	IL	60645	(773)534-2150			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1393	Ashburn	8300 S ST LOUIS AVE	Chicago	IL	60652	(773)535-7860			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1386	Asian Human Services (Leaf Program Daycare Center)	6015 N. Francisco Ave	Chicago	IL	60659				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1394	Audubon	3500 N HOYNE AVE	Chicago	IL	60618	(773)534-5470			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1246	Austin Town Hall	5610 W Lake St	Chicago	IL	60644	(773)-379-0901			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1650	Avalon Park			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1049	Azuela	4707 W. Marquette	Chicago	IL	60629	(773)-535-7395			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1395	Barnard	10354 S CHARLES ST	Chicago	IL	60643	(773)535-2625			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1396	Barry	2828 N KILBOURN AVE	Chicago	IL	60641	(773)534-3455			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
640	Barton	7650 S. Wolcott Ave.	Chicago	IL	60620	(773)-535-3260			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1167	Bass	1140 W. 66th St. 	Chicago	IL	60621	(773)-535-3275			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
254	Bateman	4220 N. Richmond		IL	60618	(773)-534-5055			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
94	BBF Family Service	1512 S. Pulaski		IL	60623	(773)-542-7300			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1059	Beacon Therapeutic	1912 W 103rd St	Chicago	IL	60643	(773)-298-1243			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1397	Beard	6445 W STRONG ST	Chicago	IL	60656	(773)534-1228			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1398	Beasley	5255 S STATE ST	Chicago	IL	60609	(773)535-1230			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1399	Beaubien	5025 N LARAMIE AVE	Chicago	IL	60630	(773)534-3500			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
256	Beethoven	25 W. 47th St.		IL	60609	(773)-535-1480			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
258	Beidler	3151 W. Walnut		IL	60612	(773)-534-6811			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1400	Belding	4257 N TRIPP AVE	Chicago	IL	60641	(773)534-3590			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1401	Belmont-Cragin	5252 W PALMER ST	Chicago	IL	60639	(773)534-2900			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1402	Bennett	10115 S PRAIRIE AVE	Chicago	IL	60628	(773)535-5460			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1102	Betty's Daycare Academy	5725 W Chicago Ave	Chicago	IL	60651	(773)-261-1433			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1403	Blaine	1420 W GRACE ST	Chicago	IL	60613	(773)534-5750			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1404	Blair	6751 W 63RD PL	Chicago	IL	60638	(773)535-2076			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
518	Blue North	1615 W. Chicago Avenue St.		IL	60622	(312)-743-2084			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
262	Bond	7050 S. May		IL	60621	(773)-535-3480			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1168	Boone	6710 N. Washtenaw Ave.	Chicago	IL	60645	(773)-534-2160			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1169	Bouchet	7355 S. Jeffery Blvd	Chicago	IL	60649	(773)-535-0501			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
265	Bradwell	7736 S. Burnham		IL	60649	(773)-535-6600			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1405	Brennemann	4251 N CLARENDON AVE	Chicago	IL	60613	(773)534-5766			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1406	Brentano	2723 N FAIRFIELD AVE	Chicago	IL	60647	(773)534-4100			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1407	Bridge	3800 N NEW ENGLAND AVE	Chicago	IL	60634	(773)534-3718			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1408	Bright	10740 S CALHOUN AVE	Chicago	IL	60617	(773)535-6215			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1409	Brighton Park	3825 S WASHTENAW AVE	Chicago	IL	60632	(773)535-7237			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
267	Brown R	12607 S Union		IL	60628	(773)-535-5385			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1410	Brown W	54 N HERMITAGE AVE	Chicago	IL	60612	(773)534-7250			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1411	Brownell	6741 S MICHIGAN AVE	Chicago	IL	60637	(773)535-3030			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
268	Brunson	932 N. Central		IL	60651	(773)-534-9674			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1412	Budlong	2701 W FOSTER AVE	Chicago	IL	60625	(773)534-2591			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1325	Building Blocks	1120 W 69th St	Chicago	IL	60621	(773)-488-2222			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1384	Building Blocks Learning Academy II	7522 S. Greenwood Ave	Chicago	IL	60619	(773)-846-7408			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1351	Bunnyland Day Care	545 W 119th St	Chicago	IL	60628	(773)-568-5200			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1413	Burbank	2035 N MOBILE AVE	Chicago	IL	60639	(773)534-3000			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
270	Burke	5356 S. King Dr		IL	60615	(773)-535-1325			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1414	Burnham	9928 S CRANDON AVE	Chicago	IL	60617	(773)535-6530			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1415	Burnside	650 E 91ST PL	Chicago	IL	60619	(773)535-3300			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1416	Burr	1621 W WABANSIA AVE	Chicago	IL	60622	(773)534-4090			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1626	Burroughs			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1161	Busy Bees Child Development	3155 S Shields	Chicago	IL	60616	(312)-326-0200			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1245	Busy Bees II	2351 S. Wentworth	Chicago	IL	60616	(312)-888-3167			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1627	Caldwell			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1417	Calmeca	3456 W 38TH ST	Chicago	IL	60632	(773)535-7000			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1237	Calumet Family Service Center	235 East 103rd Street 		IL	60628	(773)-371-3600			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
271	Cameron	1234 N. Monticello		IL	60651	(773)-534-4290			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1418	Camras	3000 N MANGO AVE	Chicago	IL	60634	(773)534-2960			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1419	Canty	3740 N PANAMA AVE	Chicago	IL	60634	(773)534-1238			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
272	Cardenas	2406 S. Central Park Ave.		IL	60623	(773)-534-1465			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
649	Carlos Cantu	2434 S. Kildare	Chicago	IL	60623	(773)-242-2700			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1420	Carnegie	1414 E 61ST PL	Chicago	IL	60637	(773)535-0530			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
210	Carole  Robertson Center-2929	2929 W. 19th St.		IL	60623	(773)-521-1600			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
87	Carole Robertson Center - 3701(OGDEN)	3701 W. Ogden		IL	60623	(773)-522-8400			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
211	Carole Robertson Center-2020	2020 W. ROOSEVELT RD		IL	60608	(312)-243-7300			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1421	Carroll	2929 W 83RD ST	Chicago	IL	60652	(773)535-9414			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
945	Carson	5516 S. Mapplewood Ave		IL	60629	(773)-535-9222			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
274	Carter	5740 S. Michigan		IL	60637	(773)-535-0860			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1422	Carver G	901 E 133RD PL	Chicago	IL	60827	(773)535-5674			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1576	Casa Central-Early Learning Academy	1343 N. California Ave	Chicago	IL		773-645-2300			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1423	Casals	3501 W POTOMAC AVE	Chicago	IL	60651	(773)534-4444			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
275	Cather	2908 W. Washington Blvd.		IL	60612	(773)-534-6780			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
615	Centro Infantil (Puerto Rican Comm)	2739 W DIVISION	Chicago	IL	60622	(773)-342-8866			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
176	Centro Nuestro	3222 W. Division		IL	60651	(773)-489-3157			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
276	Chalmers	2745 W. Roosevelt		IL	60608	(773)-534-1720			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1577	Chance After Chance	305-09 N.Cicero	Chicago	IL		773-386-7778			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
980	Channings Child Care Academy	5701 W Division St	Chicago	IL	60651	(773)-379-7627			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1424	Chappell	2135 W FOSTER AVE	Chicago	IL	60625	(773)534-2390			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
277	Chase	2021 N. Point St		IL	60647	(773)-534-4185			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1425	Chavez	4747 S MARSHFIELD AVE	Chicago	IL	60609	(773)535-4600			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1426	Chicago Academy ES	3400 N AUSTIN AVE	Chicago	IL	60634	(773)534-3885			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
140	Chicago Lawn	3001 W. 59th St.		IL	60629	(773)-925-1085			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1578	Chicago Lighthouse for People who are Blind or Visually Impaired	1850 W. Roosevelt Rd.	Chicago	IL		312-997-3675			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
868	Children's Center (Halsted)	12803 S HALSTED		IL	60628	(773)-264-5171			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
869	Children's Center (Western)	7956 S. Western		IL	60620	(773)-476-8805			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1579	Children's Center Developmental	7037 S Stony Island	Chicago	IL		773-264-5171			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1580	Children's Center for Creative Learning-Kedzie	3348 S. Kedzie Ave	Chicago	IL		773-890-3147			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1581	Children's Home & Aid	1701 W. 63rd Street	Chicago	IL		773-476-6998			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1021	Children's International Academy	5858 W. Roosevelt Rd.	Chicago	IL	60644	(773)-287-0808			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1582	Children's Place Association-Humboldt Park	1800 N. Humboldt Blvd	Chicago	IL		773-395-9193			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1583	Children's Place Family Center-Augusta	3059 W. Augusta Blvd	Chicago	IL		773-826-1230			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1221	Children's World	3356 S Ashland Ave	Chicago	IL	60608	(773)-523-0100			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
432	Chinese American Service League Child Dev Ctr	2141 S. Tan Court		IL	60616	(312)-791-0454			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
979	Chipper Preschool	8225 S Kedzie Ave	Chicago	IL	60652	(773)-778-5757			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
247	Chopin	2450 W. Rice		IL	60622	(773)-534-4080			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1220	Christopher House - Belmont Cragin	5235 W Belden Ave	Chicago	IL	60639	(773)-922-7500			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
225	Christopher House - Logan Square	3255 W. Altgeld St		IL	60647	(773)-235-4073			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
228	Christopher House - Uptown	4701 N. Winthrop		IL	60640	(773)-769-4540			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
82	Church of God Community Day Care	1738 W. Marquette St		IL	60636				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
905	City Colleges - Daley College	7500 S Pulaski Rd. 	Chicago	IL	60652	(773)-838-7562			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
129	City Colleges - Kennedy-King College	710 W 65th Building Z	Chicago	IL	60621	(773)-602-5431			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
128	City Colleges - Malcolm X College	1900 W. Jackson		IL	60612	(312)-850-7176			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
127	City Colleges - Olive-Harvey College	10001 S. Woodlawn	Chicago	IL	60628	(773)-291-6317			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
126	City Colleges - Truman College	1145 W. Wilson Ave 	Chicago	IL	60640	(773)-907-4741			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
503	Claremont	2300 W. 64th St.		IL	60636	(773)-535-8110			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1427	Clark ES	1045 S MONITOR AVE	Chicago	IL	60644	(773)534-6225			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1428	Clay	13231 S BURLEY AVE	Chicago	IL	60633	(773)535-5600			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
248	Cleveland	3121 W. Byron St		IL	60618	(773)-534-5130			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1429	Clinton	6110 N FAIRFIELD AVE	Chicago	IL	60659	(773)534-2025			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1430	Colemon	1441 W 119TH ST	Chicago	IL	60643	(773)535-3975			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1356	Coles	8441 S Yates	Chicago	IL	60617	(773)-535-6550			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
516	Columbia Explorers	4520 S. Kedzie Ave.		IL	60632	(773)-535-4050			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1431	Columbus	1003 N LEAVITT ST	Chicago	IL	60622	(773)534-4350			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1584	Concordia Place - Seeley	3855 N. Seeley Ave	Chicago	IL		773-935-3739			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1585	Concordia Place - Whipple	3300 N. Whipple St	Chicago	IL		773-463-1600			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
252	Cook	8150 S. Bishop		IL	60620	(773)-535-3315			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
255	Cooper	1624 W. 19th Street		IL	60608	(773)-534-7205			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
946	Corkery	2510 S Kildare Ave.		IL	60623	(773)-534-1650			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1432	Courtenay	4420 N BEACON ST	Chicago	IL	60640	(773)534-5790			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1104	Creative Little Ones	2809 W 59th St	Chicago	IL	60629	(773)-476-2562			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1372	Creative Little Ones (Halsted)	9528 S Halsted St.	Chicago	IL	60628	(773)-629-6119			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1305	Crown	2128 S St Louis Ave	Chicago	IL	60623	(773)-534-1680			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1124	Crystal Palace	1459 W 74th St.		IL	60636	(773)-994-6844			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1094	Cuddle Care Academy	4800 S Lake Park Ave	Chicago	IL	60615	(773)-285-1114			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1628	Cuffe			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
259	Curtis	32 East 115th Street		IL	60628	(773)-535-5050			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
947	Daley	5024 S Wolcott Ave		IL	60609	(773)-535-9091			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1433	Darwin	3116 W BELDEN AVE	Chicago	IL	60647	(773)534-4110			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1052	Davis N	3014 W. 39th Place		IL	60632	(773)-535-4540			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1434	Dawes	3810 W 81ST PL	Chicago	IL	60652	(773)535-2350			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1435	De Diego	1313 N CLAREMONT AVE	Chicago	IL	60622	(773)534-4451			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
641	Deneen	7240 S. Wabash Ave.		IL	60619	(773)-535-3035			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
948	DePriest	139 S Parkside Ave		IL	60639	(773)-534-6800			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1180	Dett	2131 W. Monroe	Chicago	IL	60612	(773)-534-7160			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1436	Dever	3436 N OSCEOLA AVE	Chicago	IL	60634	(773)534-3090			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
